Cantidad_Llamadas;Duracion_Llamadas_minutos;nro_cliente;mes;tipo_llamada
1;30;8903;1;Saliente
1;30;8903;1;Saliente
1;435;8903;1;Saliente
9;2003;8903;1;Saliente
1;30;8903;1;Saliente
6;401;8915;1;Saliente
4;228;8915;1;Saliente
4;120;8918;1;Saliente
1;30;8918;1;Saliente
1;30;8922;1;Saliente
3;202;8935;1;Saliente
1;970;8938;1;Saliente
1;61;8971;1;Saliente
1;120;8996;1;Saliente
1;30;8999;1;Saliente
1;319;9000;1;Saliente
1;439;9000;1;Saliente
2;133;9003;1;Saliente
2;94;9046;1;Saliente
1;104;9048;1;Saliente
2;218;9048;1;Saliente
3;90;9048;1;Saliente
1;84;9059;1;Saliente
2;155;9065;1;Saliente
1;30;9065;1;Saliente
3;123;9065;1;Saliente
1;30;9065;1;Saliente
14;466;9066;1;Saliente
1;30;9068;1;Saliente
1;30;9068;1;Saliente
1;150;9068;1;Saliente
1;36;9070;1;Saliente
5;204;9077;1;Saliente
5;157;9094;1;Saliente
1;232;9103;1;Saliente
1;30;9110;1;Saliente
19;1731;9110;1;Saliente
3;249;9110;1;Saliente
3;286;9118;1;Saliente
1;30;9122;1;Saliente
1;30;9122;1;Saliente
2;95;9122;1;Saliente
2;186;9136;1;Saliente
1;30;9136;1;Saliente
1;30;9136;1;Saliente
1;115;9136;1;Saliente
1;30;9167;1;Saliente
1;75;9167;1;Saliente
1;30;9171;1;Saliente
2;60;9222;1;Saliente
1;108;9222;1;Saliente
1;88;9229;1;Saliente
1;49;9229;1;Saliente
12;932;9229;1;Saliente
4;128;9229;1;Saliente
1;30;9244;1;Saliente
1;30;9244;1;Saliente
3;119;9244;1;Saliente
1;30;9244;1;Saliente
2;91;9245;1;Saliente
1;97;9245;1;Saliente
20;631;9274;1;Saliente
1;186;9277;1;Saliente
1;102;9296;1;Saliente
2;330;9313;1;Saliente
2;367;9313;1;Saliente
1;30;9321;1;Saliente
1;280;9321;1;Saliente
1;154;9321;1;Saliente
2;60;9321;1;Saliente
2;219;9321;1;Saliente
1;383;9321;1;Saliente
3;122;9342;1;Saliente
1;30;9344;1;Saliente
1;86;9344;1;Saliente
1;37;9344;1;Saliente
1;45;9346;1;Saliente
1;30;9346;1;Saliente
6;305;9354;1;Saliente
1;30;9377;1;Saliente
2;468;9379;1;Saliente
6;735;9379;1;Saliente
1;411;9380;1;Saliente
5;265;9380;1;Saliente
1;54;9381;1;Saliente
1;30;9396;1;Saliente
5;237;9399;1;Saliente
1;30;9399;1;Saliente
1;65;9406;1;Saliente
1;157;9418;1;Saliente
5;877;9425;1;Saliente
1;91;9425;1;Saliente
1;30;9452;1;Saliente
2;73;9464;1;Saliente
2;749;9503;1;Saliente
1;987;9503;1;Saliente
7;235;9525;1;Saliente
4;176;9525;1;Saliente
1;30;9525;1;Saliente
1;30;9525;1;Saliente
1;34;9525;1;Saliente
7;465;9527;1;Saliente
2;240;9549;1;Saliente
3;90;9549;1;Saliente
1;30;9557;1;Saliente
1;696;9585;1;Saliente
3;165;9585;1;Saliente
1;30;9585;1;Saliente
1;1077;9585;1;Saliente
5;215;9587;1;Saliente
1;44;9587;1;Saliente
1;784;9610;1;Saliente
3;138;9615;1;Saliente
4;240;9617;1;Saliente
1;49;9617;1;Saliente
1;215;9620;1;Saliente
1;35;9621;1;Saliente
9;481;9621;1;Saliente
7;210;9621;1;Saliente
1;41;9631;1;Saliente
1;67;9631;1;Saliente
4;200;9658;1;Saliente
1;42;9658;1;Saliente
2;60;9695;1;Saliente
1;30;9695;1;Saliente
1;180;9701;1;Saliente
1;285;9702;1;Saliente
1;121;9705;1;Saliente
2;60;9712;1;Saliente
1;95;9712;1;Saliente
2;173;9712;1;Saliente
2;450;9712;1;Saliente
1;30;9718;1;Saliente
1;38;9732;1;Saliente
1;130;9749;1;Saliente
1;30;9756;1;Saliente
1;285;9760;1;Saliente
1;30;9763;1;Saliente
1;84;9780;1;Saliente
13;1030;9802;1;Saliente
1;42;9802;1;Saliente
1;90;9810;1;Saliente
1;30;9820;1;Saliente
36;14411;9869;1;Saliente
1;187;9874;1;Saliente
1;30;9878;1;Saliente
1;30;9880;1;Saliente
1;30;9880;1;Saliente
1;30;9880;1;Saliente
1;30;9880;1;Saliente
1;30;9880;1;Saliente
4;145;9880;1;Saliente
17;559;9880;1;Saliente
3;90;9880;1;Saliente
1;30;9880;1;Saliente
2;134;9880;1;Saliente
5;223;9880;1;Saliente
3;93;9880;1;Saliente
1;30;9944;1;Saliente
1;30;9944;1;Saliente
1;31;9955;1;Saliente
2;70;9962;1;Saliente
2;60;10007;1;Saliente
1;216;10059;1;Saliente
1;30;10068;1;Saliente
1;52;10082;1;Saliente
28;936;10096;1;Saliente
1;30;10096;1;Saliente
8;592;10096;1;Saliente
1;30;10097;1;Saliente
1;86;10097;1;Saliente
2;79;10106;1;Saliente
1;772;10106;1;Saliente
4;365;10139;1;Saliente
1;33;10139;1;Saliente
16;981;10139;1;Saliente
2;93;10141;1;Saliente
1;49;10141;1;Saliente
1;30;10141;1;Saliente
1;30;10145;1;Saliente
1;30;10152;1;Saliente
2;60;10215;1;Saliente
1;30;10225;1;Saliente
1;711;10228;1;Saliente
2;60;10243;1;Saliente
4;139;10253;1;Saliente
7;210;10253;1;Saliente
1;30;10253;1;Saliente
1;285;10295;1;Saliente
1;80;10299;1;Saliente
1;74;10318;1;Saliente
1;61;10320;1;Saliente
1;249;10351;1;Saliente
1;30;10353;1;Saliente
3;90;10368;1;Saliente
1;809;10368;1;Saliente
1;55;10385;1;Saliente
1;30;10415;1;Saliente
1;30;10453;1;Saliente
2;60;10453;1;Saliente
1;30;10453;1;Saliente
1;30;10456;1;Saliente
1;377;10474;1;Saliente
1;151;10485;1;Saliente
1;59;10485;1;Saliente
2;230;10510;1;Saliente
1;41;10510;1;Saliente
4;145;10543;1;Saliente
4;204;10543;1;Saliente
1;96;10559;1;Saliente
1;553;10579;1;Saliente
1;30;6003;2;Saliente
1;108;6003;2;Saliente
4;478;6003;2;Saliente
1;31;6003;2;Saliente
1;673;6003;2;Saliente
2;234;6014;2;Saliente
1;38;6014;2;Saliente
2;509;6049;2;Saliente
1;77;6049;2;Saliente
2;82;6049;2;Saliente
5;197;6049;2;Saliente
1;1162;6049;2;Saliente
1;248;6088;2;Saliente
1;37;6105;2;Saliente
1;87;6114;2;Saliente
1;30;6126;2;Saliente
1;384;6138;2;Saliente
1;30;6138;2;Saliente
1;30;6143;2;Saliente
3;146;6166;2;Saliente
2;76;6166;2;Saliente
1;30;6166;2;Saliente
2;60;6166;2;Saliente
1;157;6198;2;Saliente
1;256;6198;2;Saliente
1;30;6211;2;Saliente
1;30;6218;2;Saliente
8;276;6218;2;Saliente
1;30;6237;2;Saliente
2;145;6246;2;Saliente
1;154;6257;2;Saliente
2;122;6257;2;Saliente
3;1161;6286;2;Saliente
2;99;6330;2;Saliente
1;30;6330;2;Saliente
1;122;6342;2;Saliente
1;146;6417;2;Saliente
1;1200;6417;2;Saliente
33;5951;6438;2;Saliente
2;60;6438;2;Saliente
1;216;6438;2;Saliente
8;362;6454;2;Saliente
1;38;6454;2;Saliente
15;5696;6456;2;Saliente
3;242;6498;2;Saliente
1;43;6498;2;Saliente
1;30;6498;2;Saliente
4;566;6512;2;Saliente
1;162;6512;2;Saliente
1;613;6512;2;Saliente
1;38;6512;2;Saliente
1;33;6543;2;Saliente
1;233;6548;2;Saliente
1;1011;6551;2;Saliente
1;205;6568;2;Saliente
1;261;6595;2;Saliente
1;39;6596;2;Saliente
1;289;6603;2;Saliente
1;33;6606;2;Saliente
1;30;6606;2;Saliente
1;444;6614;2;Saliente
1;30;6622;2;Saliente
1;89;6622;2;Saliente
2;60;6672;2;Saliente
4;173;6709;2;Saliente
3;488;6816;2;Saliente
1;428;6816;2;Saliente
1;870;6816;2;Saliente
1;30;6832;2;Saliente
1;956;6841;2;Saliente
1;56;6858;2;Saliente
1;1000;6895;2;Saliente
1;30;6901;2;Saliente
9;482;6927;2;Saliente
1;30;6927;2;Saliente
1;30;6931;2;Saliente
1;30;6936;2;Saliente
1;31;6939;2;Saliente
1;30;6940;2;Saliente
2;78;6950;2;Saliente
11;867;6950;2;Saliente
2;373;6950;2;Saliente
12;973;6950;2;Saliente
1;151;6950;2;Saliente
8;697;6950;2;Saliente
3;299;6950;2;Saliente
1;66;6950;2;Saliente
49;5444;6950;2;Saliente
16;1023;6950;2;Saliente
14;3426;6950;2;Saliente
4;120;6950;2;Saliente
1;30;6950;2;Saliente
1;583;6950;2;Saliente
1;85;6953;2;Saliente
2;274;6955;2;Saliente
1;299;7029;2;Saliente
2;364;7029;2;Saliente
1;69;7029;2;Saliente
15;1742;7029;2;Saliente
1;295;7029;2;Saliente
3;1324;7029;2;Saliente
3;99;7078;2;Saliente
4;392;7078;2;Saliente
2;195;7078;2;Saliente
1;165;7078;2;Saliente
1;30;7078;2;Saliente
3;200;7137;2;Saliente
1;292;7161;2;Saliente
2;572;20;2;Saliente
3;161;20;2;Saliente
1;848;20;2;Saliente
1;101;21;2;Saliente
1;240;43;2;Saliente
1;30;43;2;Saliente
3;151;47;2;Saliente
1;30;74;2;Saliente
1;440;74;2;Saliente
1;30;74;2;Saliente
1;470;74;2;Saliente
1;30;114;2;Saliente
1;30;174;2;Saliente
1;82;214;2;Saliente
7;756;214;2;Saliente
1;94;214;2;Saliente
1;180;293;2;Saliente
1;30;312;2;Saliente
2;60;319;2;Saliente
1;30;331;2;Saliente
2;60;405;2;Saliente
1;30;421;2;Saliente
2;200;500;2;Saliente
1;403;613;2;Saliente
1;46;619;2;Saliente
2;72;675;2;Saliente
1;541;698;2;Saliente
1;30;724;2;Saliente
1;206;739;2;Saliente
1;30;755;2;Saliente
1;85;818;2;Saliente
1;30;821;2;Saliente
2;407;827;2;Saliente
2;114;827;2;Saliente
2;277;827;2;Saliente
1;30;827;2;Saliente
1;30;827;2;Saliente
1;75;828;2;Saliente
1;398;834;2;Saliente
5;400;838;2;Saliente
1;192;838;2;Saliente
3;953;838;2;Saliente
10;598;866;2;Saliente
2;141;866;2;Saliente
1;30;866;2;Saliente
1;311;866;2;Saliente
2;60;893;2;Saliente
1;120;1213;2;Saliente
1;30;1248;2;Saliente
2;60;1299;2;Saliente
4;757;1311;2;Saliente
1;30;1314;2;Saliente
18;2139;1347;2;Saliente
1;30;1369;2;Saliente
2;60;1369;2;Saliente
1;30;1369;2;Saliente
2;987;1369;2;Saliente
4;150;1391;2;Saliente
3;174;1406;2;Saliente
1;91;1433;2;Saliente
4;120;1433;2;Saliente
3;1229;1433;2;Saliente
4;120;1433;2;Saliente
1;149;1433;2;Saliente
1;1200;1433;2;Saliente
1;30;1439;2;Saliente
10;535;1507;2;Saliente
4;172;1517;2;Saliente
1;43;1517;2;Saliente
6;204;1517;2;Saliente
1;302;1517;2;Saliente
2;89;1517;2;Saliente
7;1081;1524;2;Saliente
1;30;1644;2;Saliente
1;391;1646;2;Saliente
1;200;1689;2;Saliente
1;30;1700;2;Saliente
1;1044;1709;2;Saliente
1;172;1710;2;Saliente
1;30;1726;2;Saliente
1;42;1726;2;Saliente
3;783;1726;2;Saliente
5;375;1726;2;Saliente
8;248;1726;2;Saliente
2;460;1726;2;Saliente
3;417;1768;2;Saliente
1;30;1787;2;Saliente
1;69;1805;2;Saliente
3;1334;1828;2;Saliente
1;30;1839;2;Saliente
1;240;1860;2;Saliente
1;167;1876;2;Saliente
2;90;1876;2;Saliente
1;30;1876;2;Saliente
1;255;1877;2;Saliente
1;1149;1877;2;Saliente
4;179;1890;2;Saliente
5;247;1898;2;Saliente
1;384;1922;2;Saliente
2;530;2002;2;Saliente
8;3221;2002;2;Saliente
1;44;2006;2;Saliente
1;639;2049;2;Saliente
1;53;2085;2;Saliente
1;266;2088;2;Saliente
2;413;2088;2;Saliente
1;30;2099;2;Saliente
3;90;2162;2;Saliente
1;51;2165;2;Saliente
1;30;2248;2;Saliente
7;704;2264;2;Saliente
1;112;2264;2;Saliente
3;261;2265;2;Saliente
45;1362;2276;2;Saliente
2;1709;2276;2;Saliente
2;60;2280;2;Saliente
1;30;2290;2;Saliente
3;232;2320;2;Saliente
1;43;2333;2;Saliente
1;30;2380;2;Saliente
1;30;2381;2;Saliente
2;637;2476;2;Saliente
3;291;2476;2;Saliente
1;592;2476;2;Saliente
3;112;2511;2;Saliente
1;54;2562;2;Saliente
3;636;2562;2;Saliente
1;547;2562;2;Saliente
1;89;2562;2;Saliente
1;98;2590;2;Saliente
1;30;2672;2;Saliente
1;30;2682;2;Saliente
1;192;2684;2;Saliente
9;2105;2687;2;Saliente
7;549;2687;2;Saliente
1;30;2687;2;Saliente
1;30;2687;2;Saliente
1;164;2687;2;Saliente
1;126;2687;2;Saliente
3;972;2687;2;Saliente
1;582;2687;2;Saliente
1;30;2698;2;Saliente
4;209;2721;2;Saliente
1;91;2748;2;Saliente
1;237;2807;2;Saliente
1;30;2836;2;Saliente
1;138;2836;2;Saliente
1;717;2847;2;Saliente
10;1117;2890;2;Saliente
2;361;2890;2;Saliente
1;30;2897;2;Saliente
6;604;2920;2;Saliente
1;1240;2920;2;Saliente
1;30;2921;2;Saliente
1;38;2947;2;Saliente
2;93;2947;2;Saliente
1;30;2947;2;Saliente
1;30;2963;2;Saliente
1;30;2986;2;Saliente
2;60;3048;2;Saliente
1;30;3048;2;Saliente
1;556;3048;2;Saliente
1;60;3060;2;Saliente
1;30;3062;2;Saliente
1;30;3063;2;Saliente
9;557;3063;2;Saliente
4;614;3063;2;Saliente
22;1741;3063;2;Saliente
1;109;3063;2;Saliente
1;730;3063;2;Saliente
6;278;3082;2;Saliente
2;78;3082;2;Saliente
3;452;3082;2;Saliente
3;113;3082;2;Saliente
1;89;3082;2;Saliente
1;30;3082;2;Saliente
1;613;3082;2;Saliente
2;694;3103;2;Saliente
2;60;3112;2;Saliente
1;30;3128;2;Saliente
1;284;3128;2;Saliente
1;324;3128;2;Saliente
1;30;3222;2;Saliente
1;197;3235;2;Saliente
1;30;3256;2;Saliente
1;34;3278;2;Saliente
1;30;3300;2;Saliente
3;2190;3300;2;Saliente
1;30;3311;2;Saliente
1;107;3343;2;Saliente
1;52;3396;2;Saliente
1;30;3427;2;Saliente
6;445;3427;2;Saliente
1;30;3446;2;Saliente
2;1286;3469;2;Saliente
3;208;3498;2;Saliente
1;42;3498;2;Saliente
1;59;3509;2;Saliente
1;727;3515;2;Saliente
1;30;3536;2;Saliente
1;30;3607;2;Saliente
1;30;3625;2;Saliente
4;935;3645;2;Saliente
1;634;3653;2;Saliente
2;119;3655;2;Saliente
1;936;3659;2;Saliente
1;77;3664;2;Saliente
1;317;3707;2;Saliente
5;150;3733;2;Saliente
2;132;3751;2;Saliente
1;30;3751;2;Saliente
3;329;3762;2;Saliente
1;184;3766;2;Saliente
3;90;3772;2;Saliente
1;30;3791;2;Saliente
2;113;3794;2;Saliente
3;750;3818;2;Saliente
1;162;3855;2;Saliente
1;30;3861;2;Saliente
1;35;3866;2;Saliente
2;190;3885;2;Saliente
2;60;3904;2;Saliente
1;69;3937;2;Saliente
4;1050;3944;2;Saliente
1;613;3944;2;Saliente
1;30;3968;2;Saliente
2;117;3990;2;Saliente
1;1204;4066;2;Saliente
5;288;4091;2;Saliente
1;30;4091;2;Saliente
1;44;4091;2;Saliente
7;210;4091;2;Saliente
1;412;4091;2;Saliente
1;88;4116;2;Saliente
1;32;4177;2;Saliente
1;30;4177;2;Saliente
1;33;4177;2;Saliente
2;400;4197;2;Saliente
7;1873;4202;2;Saliente
1;408;4202;2;Saliente
1;285;4233;2;Saliente
17;7333;4248;2;Saliente
4;1168;4248;2;Saliente
1;60;4275;2;Saliente
4;129;4308;2;Saliente
1;42;4308;2;Saliente
1;121;4308;2;Saliente
1;30;4315;2;Saliente
3;256;4341;2;Saliente
1;251;4341;2;Saliente
1;76;4463;2;Saliente
2;96;4488;2;Saliente
1;30;4496;2;Saliente
1;30;4520;2;Saliente
1;84;4534;2;Saliente
2;87;4534;2;Saliente
5;426;4534;2;Saliente
1;30;4550;2;Saliente
1;30;4568;2;Saliente
1;30;4573;2;Saliente
1;1026;4586;2;Saliente
1;334;4612;2;Saliente
1;30;4617;2;Saliente
1;61;4677;2;Saliente
1;30;4722;2;Saliente
1;46;4723;2;Saliente
1;38;4739;2;Saliente
1;200;4741;2;Saliente
1;30;4791;2;Saliente
2;60;4870;2;Saliente
2;60;4895;2;Saliente
7;245;4920;2;Saliente
2;64;4920;2;Saliente
1;30;4954;2;Saliente
1;30;5062;2;Saliente
1;30;5069;2;Saliente
1;125;5091;2;Saliente
1;30;5108;2;Saliente
1;219;5114;2;Saliente
1;1200;5114;2;Saliente
18;4465;5117;2;Saliente
1;564;5123;2;Saliente
1;120;5150;2;Saliente
1;30;5156;2;Saliente
1;34;5156;2;Saliente
1;216;5156;2;Saliente
2;131;5178;2;Saliente
1;30;5178;2;Saliente
9;2513;5197;2;Saliente
1;62;5197;2;Saliente
1;30;5197;2;Saliente
1;60;5239;2;Saliente
2;689;5239;2;Saliente
1;30;5239;2;Saliente
2;293;5242;2;Saliente
2;219;5242;2;Saliente
1;572;5270;2;Saliente
1;1070;5270;2;Saliente
1;30;5271;2;Saliente
3;90;5271;2;Saliente
1;30;5271;2;Saliente
1;1189;5276;2;Saliente
1;69;5296;2;Saliente
5;1366;5296;2;Saliente
1;1200;5296;2;Saliente
1;30;5305;2;Saliente
1;30;5310;2;Saliente
1;78;5323;2;Saliente
1;30;5328;2;Saliente
1;53;5368;2;Saliente
1;351;5418;2;Saliente
7;743;5418;2;Saliente
1;480;5422;2;Saliente
2;60;5448;2;Saliente
1;703;5448;2;Saliente
1;1133;5448;2;Saliente
1;48;5510;2;Saliente
1;361;5525;2;Saliente
1;146;5529;2;Saliente
3;148;5532;2;Saliente
1;32;5576;2;Saliente
1;317;5586;2;Saliente
1;30;5590;2;Saliente
1;69;5601;2;Saliente
1;86;5637;2;Saliente
1;176;5637;2;Saliente
1;478;5637;2;Saliente
1;52;5638;2;Saliente
10;2153;5641;2;Saliente
1;1200;5641;2;Saliente
1;30;5652;2;Saliente
1;248;5666;2;Saliente
1;62;5674;2;Saliente
1;450;5674;2;Saliente
1;610;5674;2;Saliente
2;131;5677;2;Saliente
3;595;5677;2;Saliente
1;51;5677;2;Saliente
4;515;5677;2;Saliente
1;30;5677;2;Saliente
1;30;5677;2;Saliente
4;148;5677;2;Saliente
1;30;5677;2;Saliente
1;586;5677;2;Saliente
1;55;5682;2;Saliente
1;140;5684;2;Saliente
1;53;5698;2;Saliente
1;540;5715;2;Saliente
1;220;5747;2;Saliente
1;36;5747;2;Saliente
1;253;5747;2;Saliente
1;30;5816;2;Saliente
1;30;5817;2;Saliente
1;30;5817;2;Saliente
2;60;5817;2;Saliente
10;354;5817;2;Saliente
1;477;5817;2;Saliente
4;866;5820;2;Saliente
3;1497;5851;2;Saliente
1;30;5861;2;Saliente
1;65;5862;2;Saliente
2;272;5863;2;Saliente
4;550;5872;2;Saliente
1;30;5880;2;Saliente
1;30;5932;2;Saliente
1;249;5954;2;Saliente
3;301;5954;2;Saliente
2;409;5954;2;Saliente
2;60;7198;2;Saliente
1;47;7214;2;Saliente
1;1215;7214;2;Saliente
1;120;7222;2;Saliente
1;33;7223;2;Saliente
5;383;7232;2;Saliente
1;30;7241;2;Saliente
1;155;7241;2;Saliente
1;82;7241;2;Saliente
4;120;7260;2;Saliente
1;75;7260;2;Saliente
3;484;7376;2;Saliente
1;884;7376;2;Saliente
1;30;7379;2;Saliente
5;236;7419;2;Saliente
3;108;7419;2;Saliente
1;30;7419;2;Saliente
1;38;7419;2;Saliente
2;60;7432;2;Saliente
3;151;7432;2;Saliente
1;149;7432;2;Saliente
3;90;7432;2;Saliente
1;61;7432;2;Saliente
3;243;7432;2;Saliente
2;393;7432;2;Saliente
4;615;7432;2;Saliente
2;355;7474;2;Saliente
1;30;7474;2;Saliente
1;87;7476;2;Saliente
1;878;7483;2;Saliente
3;90;7497;2;Saliente
1;794;7497;2;Saliente
1;103;7500;2;Saliente
1;31;7500;2;Saliente
1;30;7519;2;Saliente
1;30;7528;2;Saliente
2;315;7531;2;Saliente
1;30;7536;2;Saliente
1;54;7549;2;Saliente
1;56;7549;2;Saliente
1;30;7549;2;Saliente
1;30;7549;2;Saliente
1;115;7572;2;Saliente
1;1200;7572;2;Saliente
1;1234;7577;2;Saliente
1;38;7585;2;Saliente
1;61;7588;2;Saliente
5;303;7588;2;Saliente
1;30;7588;2;Saliente
1;619;7595;2;Saliente
2;697;7595;2;Saliente
4;433;7595;2;Saliente
1;70;7597;2;Saliente
1;240;7609;2;Saliente
1;775;7617;2;Saliente
2;124;7626;2;Saliente
1;30;7626;2;Saliente
2;60;7626;2;Saliente
2;60;7626;2;Saliente
1;290;7626;2;Saliente
1;375;7646;2;Saliente
16;768;7677;2;Saliente
1;1200;7677;2;Saliente
1;277;7714;2;Saliente
1;30;7731;2;Saliente
7;1014;7749;2;Saliente
1;30;7755;2;Saliente
2;60;7761;2;Saliente
1;30;7796;2;Saliente
4;160;7802;2;Saliente
1;30;7802;2;Saliente
1;200;7811;2;Saliente
1;89;7815;2;Saliente
1;71;7815;2;Saliente
1;30;7817;2;Saliente
1;41;7824;2;Saliente
1;39;7824;2;Saliente
1;61;7846;2;Saliente
1;30;7861;2;Saliente
3;467;7863;2;Saliente
2;600;7908;2;Saliente
1;535;7908;2;Saliente
2;145;7923;2;Saliente
1;35;7923;2;Saliente
1;41;7923;2;Saliente
1;30;7997;2;Saliente
5;1002;8064;2;Saliente
7;624;8064;2;Saliente
1;170;8064;2;Saliente
1;34;8118;2;Saliente
1;30;8123;2;Saliente
4;1018;8148;2;Saliente
1;38;8148;2;Saliente
7;1035;8148;2;Saliente
1;30;8148;2;Saliente
10;954;8148;2;Saliente
7;210;8196;2;Saliente
2;90;8198;2;Saliente
1;110;8198;2;Saliente
1;200;8205;2;Saliente
3;90;8212;2;Saliente
1;31;8215;2;Saliente
1;30;8221;2;Saliente
1;132;8236;2;Saliente
2;60;8273;2;Saliente
2;60;8273;2;Saliente
1;44;8288;2;Saliente
1;30;8366;2;Saliente
1;153;8389;2;Saliente
6;388;8423;2;Saliente
2;254;8423;2;Saliente
14;2890;8423;2;Saliente
1;93;8423;2;Saliente
59;5686;8423;2;Saliente
4;155;8423;2;Saliente
2;60;8423;2;Saliente
1;262;8423;2;Saliente
12;997;8423;2;Saliente
6;1127;8423;2;Saliente
2;60;8434;2;Saliente
1;86;8436;2;Saliente
12;458;8436;2;Saliente
1;66;8436;2;Saliente
1;30;8436;2;Saliente
9;485;8446;2;Saliente
1;172;8446;2;Saliente
1;432;8446;2;Saliente
1;91;8465;2;Saliente
1;60;8465;2;Saliente
1;169;8473;2;Saliente
1;30;8473;2;Saliente
2;71;8479;2;Saliente
1;267;8488;2;Saliente
4;761;8497;2;Saliente
1;30;8501;2;Saliente
1;120;8528;2;Saliente
1;30;8572;2;Saliente
1;330;8572;2;Saliente
3;566;8572;2;Saliente
1;103;8574;2;Saliente
3;139;8574;2;Saliente
8;1858;8587;2;Saliente
3;90;8621;2;Saliente
1;47;8621;2;Saliente
1;42;8640;2;Saliente
1;228;8642;2;Saliente
1;240;8642;2;Saliente
1;30;8654;2;Saliente
1;30;8654;2;Saliente
2;183;8662;2;Saliente
1;36;8662;2;Saliente
1;464;8662;2;Saliente
1;54;8676;2;Saliente
1;141;8678;2;Saliente
1;30;8696;2;Saliente
1;30;8750;2;Saliente
2;278;8750;2;Saliente
1;31;8753;2;Saliente
