Cantidad_Llamadas;Duracion_Llamadas_minutos;nro_cliente;mes;tipo_llamada
1;30;8798;2;Saliente
2;798;8852;2;Saliente
1;207;8854;2;Saliente
2;1469;8903;2;Saliente
2;255;8903;2;Saliente
11;3232;8903;2;Saliente
1;98;8903;2;Saliente
2;1677;8903;2;Saliente
1;38;8905;2;Saliente
2;62;8905;2;Saliente
1;103;8922;2;Saliente
3;180;8950;2;Saliente
1;30;8994;2;Saliente
1;226;9032;2;Saliente
1;41;9046;2;Saliente
1;30;9048;2;Saliente
3;219;9048;2;Saliente
2;60;9048;2;Saliente
1;30;9066;2;Saliente
1;32;9066;2;Saliente
5;170;9068;2;Saliente
20;763;9077;2;Saliente
1;129;9077;2;Saliente
1;77;9122;2;Saliente
1;60;9131;2;Saliente
1;30;9136;2;Saliente
2;60;9136;2;Saliente
2;89;9136;2;Saliente
2;86;9136;2;Saliente
1;43;9156;2;Saliente
1;379;9160;2;Saliente
1;30;9165;2;Saliente
3;735;9167;2;Saliente
3;108;9168;2;Saliente
2;119;9228;2;Saliente
8;706;9258;2;Saliente
6;572;9258;2;Saliente
2;1301;9258;2;Saliente
1;30;9284;2;Saliente
1;30;9296;2;Saliente
1;30;9313;2;Saliente
1;605;9317;2;Saliente
2;168;9321;2;Saliente
1;400;9321;2;Saliente
2;259;9321;2;Saliente
1;30;9324;2;Saliente
1;35;9324;2;Saliente
1;859;9324;2;Saliente
2;123;9336;2;Saliente
1;58;9342;2;Saliente
1;103;9342;2;Saliente
1;47;9346;2;Saliente
1;30;9354;2;Saliente
1;30;9354;2;Saliente
1;182;9354;2;Saliente
1;108;9379;2;Saliente
3;93;9380;2;Saliente
1;30;9380;2;Saliente
1;30;9411;2;Saliente
1;46;9425;2;Saliente
1;30;9431;2;Saliente
5;188;9464;2;Saliente
1;30;9491;2;Saliente
2;92;9525;2;Saliente
1;58;9525;2;Saliente
1;30;9542;2;Saliente
2;63;9542;2;Saliente
1;30;9605;2;Saliente
1;30;9615;2;Saliente
1;971;9615;2;Saliente
1;30;9632;2;Saliente
1;77;9681;2;Saliente
9;1052;9695;2;Saliente
2;60;9695;2;Saliente
2;60;9712;2;Saliente
4;120;9712;2;Saliente
1;30;9748;2;Saliente
1;74;9754;2;Saliente
1;142;9760;2;Saliente
1;200;9760;2;Saliente
1;30;9790;2;Saliente
5;235;9810;2;Saliente
1;200;9851;2;Saliente
2;129;9857;2;Saliente
19;6592;9869;2;Saliente
1;200;9890;2;Saliente
1;30;9895;2;Saliente
1;272;9911;2;Saliente
1;39;9944;2;Saliente
1;336;9944;2;Saliente
2;64;9944;2;Saliente
1;30;9944;2;Saliente
1;138;9944;2;Saliente
1;107;9944;2;Saliente
1;479;9986;2;Saliente
1;88;10048;2;Saliente
2;1980;10048;2;Saliente
1;30;10068;2;Saliente
3;1277;10072;2;Saliente
1;30;10072;2;Saliente
2;209;10072;2;Saliente
3;579;10072;2;Saliente
3;542;10072;2;Saliente
1;436;10072;2;Saliente
2;60;10074;2;Saliente
3;246;10074;2;Saliente
1;30;10074;2;Saliente
1;142;10074;2;Saliente
1;88;10074;2;Saliente
1;30;10106;2;Saliente
1;30;10133;2;Saliente
1;577;10139;2;Saliente
1;30;10139;2;Saliente
1;898;10139;2;Saliente
1;30;10141;2;Saliente
1;70;10152;2;Saliente
3;322;10185;2;Saliente
1;58;10189;2;Saliente
1;30;10199;2;Saliente
1;30;10214;2;Saliente
1;30;10218;2;Saliente
1;30;10220;2;Saliente
1;51;10235;2;Saliente
1;30;10235;2;Saliente
1;30;10243;2;Saliente
1;64;10243;2;Saliente
1;72;10252;2;Saliente
3;154;10261;2;Saliente
1;285;10278;2;Saliente
3;90;10335;2;Saliente
1;38;10339;2;Saliente
1;30;10352;2;Saliente
1;30;10352;2;Saliente
3;291;10352;2;Saliente
1;816;10365;2;Saliente
1;1200;10365;2;Saliente
2;60;10368;2;Saliente
2;658;10368;2;Saliente
1;866;10368;2;Saliente
1;30;10378;2;Saliente
1;44;10485;2;Saliente
3;457;10485;2;Saliente
1;30;10509;2;Saliente
1;103;10515;2;Saliente
2;338;10524;2;Saliente
4;453;10524;2;Saliente
1;1200;10524;2;Saliente
1;628;10543;2;Saliente
1;30;10559;2;Saliente
1;45;10559;2;Saliente
1;30;10648;2;Saliente
1;132;10769;2;Saliente
1;227;10769;2;Saliente
1;30;10781;2;Saliente
1;30;2;3;Saliente
2;60;16;3;Saliente
1;188;16;3;Saliente
2;60;20;3;Saliente
7;1058;20;3;Saliente
5;207;20;3;Saliente
1;412;20;3;Saliente
1;30;37;3;Saliente
1;632;40;3;Saliente
1;89;42;3;Saliente
3;163;56;3;Saliente
1;30;56;3;Saliente
1;30;69;3;Saliente
2;78;87;3;Saliente
1;576;87;3;Saliente
1;180;92;3;Saliente
1;53;175;3;Saliente
1;30;220;3;Saliente
1;30;251;3;Saliente
1;99;309;3;Saliente
2;72;344;3;Saliente
2;71;350;3;Saliente
1;122;350;3;Saliente
1;85;350;3;Saliente
1;30;371;3;Saliente
1;30;450;3;Saliente
2;271;475;3;Saliente
1;30;475;3;Saliente
2;60;482;3;Saliente
1;129;500;3;Saliente
1;30;554;3;Saliente
1;30;686;3;Saliente
1;362;686;3;Saliente
1;193;698;3;Saliente
1;38;698;3;Saliente
1;269;698;3;Saliente
3;125;724;3;Saliente
1;30;755;3;Saliente
1;30;815;3;Saliente
1;30;827;3;Saliente
1;288;827;3;Saliente
1;395;827;3;Saliente
1;1200;827;3;Saliente
1;40;877;3;Saliente
1;471;883;3;Saliente
5;5069;883;3;Saliente
1;30;890;3;Saliente
3;146;906;3;Saliente
1;30;906;3;Saliente
5;155;906;3;Saliente
1;60;906;3;Saliente
1;398;961;3;Saliente
1;30;999;3;Saliente
1;240;1007;3;Saliente
4;120;1036;3;Saliente
2;64;1046;3;Saliente
1;30;1046;3;Saliente
1;30;1046;3;Saliente
1;77;1079;3;Saliente
1;778;1079;3;Saliente
1;86;1093;3;Saliente
1;47;1093;3;Saliente
1;36;1123;3;Saliente
1;240;1199;3;Saliente
2;151;1199;3;Saliente
2;135;1213;3;Saliente
1;39;1238;3;Saliente
1;54;1238;3;Saliente
1;852;1238;3;Saliente
1;50;1265;3;Saliente
1;30;1295;3;Saliente
1;420;1300;3;Saliente
19;2698;1347;3;Saliente
9;795;1374;3;Saliente
1;135;1374;3;Saliente
2;60;1374;3;Saliente
1;411;1374;3;Saliente
1;128;1374;3;Saliente
1;205;1374;3;Saliente
1;1207;1387;3;Saliente
1;30;1406;3;Saliente
1;30;1428;3;Saliente
1;60;1433;3;Saliente
1;30;1433;3;Saliente
1;185;1433;3;Saliente
1;30;1433;3;Saliente
1;42;1433;3;Saliente
1;564;1433;3;Saliente
1;30;1434;3;Saliente
1;30;1445;3;Saliente
2;222;1517;3;Saliente
1;30;1517;3;Saliente
6;232;1517;3;Saliente
1;439;1517;3;Saliente
10;660;1517;3;Saliente
1;104;1519;3;Saliente
6;1659;1524;3;Saliente
3;337;1524;3;Saliente
1;68;1580;3;Saliente
1;30;1627;3;Saliente
1;66;1643;3;Saliente
5;885;1710;3;Saliente
1;30;1715;3;Saliente
1;30;1726;3;Saliente
4;240;1726;3;Saliente
7;487;1726;3;Saliente
5;1307;1726;3;Saliente
8;785;1726;3;Saliente
13;452;1726;3;Saliente
3;1052;1726;3;Saliente
2;2400;1726;3;Saliente
1;30;1737;3;Saliente
1;95;1741;3;Saliente
2;60;1750;3;Saliente
2;60;1778;3;Saliente
2;452;1805;3;Saliente
1;30;1814;3;Saliente
2;60;1815;3;Saliente
9;1166;1828;3;Saliente
1;1161;1877;3;Saliente
2;105;1894;3;Saliente
3;1100;1922;3;Saliente
11;2500;2002;3;Saliente
2;60;2019;3;Saliente
1;1129;2019;3;Saliente
1;30;2076;3;Saliente
1;59;2094;3;Saliente
1;120;2225;3;Saliente
1;60;2225;3;Saliente
1;48;2251;3;Saliente
6;180;2251;3;Saliente
1;747;2251;3;Saliente
1;84;2352;3;Saliente
1;53;2381;3;Saliente
1;30;2393;3;Saliente
1;200;2427;3;Saliente
1;30;2439;3;Saliente
2;60;2463;3;Saliente
1;35;2497;3;Saliente
1;168;2523;3;Saliente
2;60;2684;3;Saliente
1;86;2684;3;Saliente
2;60;2734;3;Saliente
1;987;2890;3;Saliente
1;131;2911;3;Saliente
1;371;2934;3;Saliente
2;180;2974;3;Saliente
1;1200;2974;3;Saliente
1;382;3039;3;Saliente
3;536;3048;3;Saliente
1;249;3048;3;Saliente
1;30;3059;3;Saliente
7;784;3082;3;Saliente
1;51;3082;3;Saliente
3;90;3082;3;Saliente
1;52;3082;3;Saliente
1;67;3082;3;Saliente
1;30;3095;3;Saliente
1;30;3095;3;Saliente
3;1093;3103;3;Saliente
1;30;3142;3;Saliente
1;70;3142;3;Saliente
1;30;3142;3;Saliente
2;113;3222;3;Saliente
1;240;3300;3;Saliente
1;570;3300;3;Saliente
2;60;3302;3;Saliente
1;30;3388;3;Saliente
1;123;3396;3;Saliente
1;73;3410;3;Saliente
1;30;3523;3;Saliente
1;30;3552;3;Saliente
2;96;3584;3;Saliente
2;60;3584;3;Saliente
1;50;3623;3;Saliente
5;1593;3645;3;Saliente
3;90;3650;3;Saliente
3;114;3650;3;Saliente
2;60;3650;3;Saliente
1;30;3650;3;Saliente
1;154;3650;3;Saliente
2;513;3650;3;Saliente
1;292;3685;3;Saliente
1;30;3693;3;Saliente
1;200;3818;3;Saliente
3;186;3855;3;Saliente
1;73;3855;3;Saliente
1;30;3865;3;Saliente
3;159;3866;3;Saliente
2;60;3887;3;Saliente
14;3072;3895;3;Saliente
2;210;3902;3;Saliente
1;47;3937;3;Saliente
1;70;3968;3;Saliente
2;60;3996;3;Saliente
1;214;4007;3;Saliente
1;77;4038;3;Saliente
1;30;4074;3;Saliente
1;30;4108;3;Saliente
1;127;4113;3;Saliente
1;661;4177;3;Saliente
1;89;4202;3;Saliente
17;886;4202;3;Saliente
1;1053;4202;3;Saliente
1;147;4209;3;Saliente
1;30;4209;3;Saliente
1;155;4209;3;Saliente
8;3270;4248;3;Saliente
1;30;4248;3;Saliente
6;2193;4248;3;Saliente
1;30;4271;3;Saliente
7;793;4271;3;Saliente
1;648;4271;3;Saliente
1;30;4274;3;Saliente
1;53;4275;3;Saliente
3;276;4341;3;Saliente
1;30;4496;3;Saliente
2;69;4496;3;Saliente
1;313;4534;3;Saliente
2;206;4534;3;Saliente
4;287;4534;3;Saliente
2;149;4534;3;Saliente
1;90;4534;3;Saliente
3;90;4613;3;Saliente
3;102;4687;3;Saliente
1;36;4687;3;Saliente
1;166;4688;3;Saliente
1;30;4700;3;Saliente
1;735;4715;3;Saliente
1;78;4721;3;Saliente
1;88;4761;3;Saliente
1;614;4777;3;Saliente
7;2977;4778;3;Saliente
1;30;4778;3;Saliente
1;1093;4778;3;Saliente
1;30;4779;3;Saliente
1;447;4784;3;Saliente
2;195;4819;3;Saliente
1;54;4819;3;Saliente
2;91;4842;3;Saliente
1;41;4857;3;Saliente
1;379;4886;3;Saliente
2;1626;4886;3;Saliente
1;59;4897;3;Saliente
1;507;4897;3;Saliente
1;253;4935;3;Saliente
2;163;4950;3;Saliente
2;101;4959;3;Saliente
1;30;5062;3;Saliente
1;30;5066;3;Saliente
1;30;5069;3;Saliente
1;30;5080;3;Saliente
3;650;5080;3;Saliente
1;643;5080;3;Saliente
8;2227;5117;3;Saliente
3;140;5123;3;Saliente
1;120;5142;3;Saliente
1;60;5146;3;Saliente
2;60;5155;3;Saliente
2;281;5173;3;Saliente
1;237;5173;3;Saliente
1;67;5175;3;Saliente
1;30;5182;3;Saliente
1;200;5192;3;Saliente
1;30;5200;3;Saliente
4;1850;5270;3;Saliente
1;377;5270;3;Saliente
1;89;5327;3;Saliente
1;121;5328;3;Saliente
1;48;5349;3;Saliente
1;30;5349;3;Saliente
1;136;5376;3;Saliente
1;153;5388;3;Saliente
1;30;5418;3;Saliente
1;30;5418;3;Saliente
1;183;5418;3;Saliente
2;60;5418;3;Saliente
1;328;5422;3;Saliente
6;798;5424;3;Saliente
6;961;5424;3;Saliente
1;522;5446;3;Saliente
1;30;5448;3;Saliente
19;3586;5448;3;Saliente
13;592;5448;3;Saliente
1;376;5448;3;Saliente
3;90;5461;3;Saliente
1;35;5461;3;Saliente
3;227;5461;3;Saliente
10;746;5461;3;Saliente
1;854;5461;3;Saliente
1;45;5478;3;Saliente
1;50;5478;3;Saliente
1;60;5493;3;Saliente
1;31;5501;3;Saliente
1;65;5510;3;Saliente
1;240;5522;3;Saliente
1;30;5525;3;Saliente
1;30;5565;3;Saliente
2;774;5579;3;Saliente
1;30;5583;3;Saliente
1;30;5583;3;Saliente
2;131;5601;3;Saliente
1;466;5617;3;Saliente
1;70;5621;3;Saliente
1;867;5648;3;Saliente
1;30;5682;3;Saliente
7;531;5772;3;Saliente
2;493;5772;3;Saliente
1;69;5772;3;Saliente
1;51;5772;3;Saliente
3;90;5772;3;Saliente
6;893;5772;3;Saliente
2;1010;5772;3;Saliente
2;103;5772;3;Saliente
3;90;5772;3;Saliente
1;510;5772;3;Saliente
1;497;5778;3;Saliente
1;30;5816;3;Saliente
2;200;5820;3;Saliente
1;30;5883;3;Saliente
2;96;5903;3;Saliente
1;32;5920;3;Saliente
1;98;5944;3;Saliente
3;116;5945;3;Saliente
1;138;5945;3;Saliente
1;571;5949;3;Saliente
1;166;5954;3;Saliente
1;550;5954;3;Saliente
1;128;5954;3;Saliente
1;156;5954;3;Saliente
1;1196;5954;3;Saliente
1;30;5973;3;Saliente
2;60;5986;3;Saliente
4;440;5986;3;Saliente
1;206;5986;3;Saliente
1;388;6000;3;Saliente
1;94;6027;3;Saliente
3;125;6039;3;Saliente
1;30;6049;3;Saliente
5;157;6049;3;Saliente
2;133;6049;3;Saliente
1;173;6049;3;Saliente
1;113;6063;3;Saliente
1;87;6063;3;Saliente
1;30;6084;3;Saliente
1;85;6090;3;Saliente
10;1249;6138;3;Saliente
2;90;6143;3;Saliente
1;60;6248;3;Saliente
1;96;6257;3;Saliente
2;500;6272;3;Saliente
2;1599;6272;3;Saliente
1;30;6287;3;Saliente
2;60;6299;3;Saliente
1;116;6299;3;Saliente
2;192;6375;3;Saliente
3;175;6390;3;Saliente
2;60;6390;3;Saliente
2;93;6390;3;Saliente
1;413;6390;3;Saliente
1;819;6390;3;Saliente
3;90;6390;3;Saliente
1;188;6390;3;Saliente
1;105;6390;3;Saliente
3;115;6428;3;Saliente
21;9559;6456;3;Saliente
1;661;6471;3;Saliente
1;123;6486;3;Saliente
2;914;6486;3;Saliente
1;896;6496;3;Saliente
7;1218;6498;3;Saliente
15;850;6498;3;Saliente
2;152;6548;3;Saliente
2;60;6596;3;Saliente
1;30;6601;3;Saliente
1;30;6617;3;Saliente
5;609;6617;3;Saliente
2;60;6653;3;Saliente
4;154;6671;3;Saliente
1;550;6671;3;Saliente
1;47;6688;3;Saliente
1;166;6690;3;Saliente
1;75;6690;3;Saliente
1;63;6693;3;Saliente
1;30;6707;3;Saliente
1;87;6713;3;Saliente
1;78;6743;3;Saliente
2;163;6775;3;Saliente
1;254;6775;3;Saliente
2;1138;6786;3;Saliente
1;30;6818;3;Saliente
1;30;6847;3;Saliente
1;96;6847;3;Saliente
1;53;6876;3;Saliente
1;97;6876;3;Saliente
1;30;6890;3;Saliente
1;68;6893;3;Saliente
2;219;6901;3;Saliente
1;43;7022;3;Saliente
1;240;7028;3;Saliente
1;252;7029;3;Saliente
1;30;7045;3;Saliente
1;46;7098;3;Saliente
5;488;7098;3;Saliente
2;60;7098;3;Saliente
1;107;7098;3;Saliente
1;30;7102;3;Saliente
4;210;7119;3;Saliente
1;51;7129;3;Saliente
1;38;7137;3;Saliente
1;166;7167;3;Saliente
6;618;7167;3;Saliente
1;30;7214;3;Saliente
1;30;7214;3;Saliente
1;30;7214;3;Saliente
1;30;7221;3;Saliente
1;69;7274;3;Saliente
1;360;7284;3;Saliente
1;30;7338;3;Saliente
1;120;7350;3;Saliente
1;640;7366;3;Saliente
3;228;7432;3;Saliente
4;120;7432;3;Saliente
1;195;7432;3;Saliente
2;60;7438;3;Saliente
4;120;7438;3;Saliente
2;131;7438;3;Saliente
2;60;7446;3;Saliente
1;228;7497;3;Saliente
1;72;7531;3;Saliente
4;193;7582;3;Saliente
1;65;7582;3;Saliente
2;161;7582;3;Saliente
3;105;7582;3;Saliente
1;129;7582;3;Saliente
3;726;7617;3;Saliente
2;280;7617;3;Saliente
1;878;7627;3;Saliente
3;108;7789;3;Saliente
14;622;7789;3;Saliente
1;30;7789;3;Saliente
5;299;7789;3;Saliente
1;70;7789;3;Saliente
1;85;7789;3;Saliente
1;30;7796;3;Saliente
1;30;7809;3;Saliente
4;145;7809;3;Saliente
1;549;7809;3;Saliente
1;54;7812;3;Saliente
1;89;7815;3;Saliente
3;167;7831;3;Saliente
2;200;7842;3;Saliente
1;78;7863;3;Saliente
1;810;7896;3;Saliente
1;98;7907;3;Saliente
5;213;7908;3;Saliente
5;516;7908;3;Saliente
4;521;7908;3;Saliente
1;312;7908;3;Saliente
1;30;7916;3;Saliente
1;52;7916;3;Saliente
1;60;7919;3;Saliente
1;30;7923;3;Saliente
4;2010;7923;3;Saliente
1;910;7923;3;Saliente
2;61;7925;3;Saliente
1;76;7925;3;Saliente
3;200;7979;3;Saliente
1;753;7979;3;Saliente
1;30;8012;3;Saliente
1;50;8039;3;Saliente
1;60;8046;3;Saliente
4;516;8064;3;Saliente
1;30;8113;3;Saliente
2;60;8113;3;Saliente
1;56;8113;3;Saliente
1;43;8118;3;Saliente
2;204;8125;3;Saliente
3;2168;8148;3;Saliente
3;110;8148;3;Saliente
2;116;8148;3;Saliente
2;677;8148;3;Saliente
2;1372;8148;3;Saliente
1;633;8148;3;Saliente
1;530;8148;3;Saliente
1;30;8204;3;Saliente
1;30;8205;3;Saliente
1;30;8215;3;Saliente
7;1625;8219;3;Saliente
3;442;8230;3;Saliente
1;160;8252;3;Saliente
2;63;8259;3;Saliente
2;108;8274;3;Saliente
1;30;8283;3;Saliente
1;30;8283;3;Saliente
1;823;8362;3;Saliente
1;200;8366;3;Saliente
1;40;8374;3;Saliente
1;56;8389;3;Saliente
4;156;8391;3;Saliente
1;580;8392;3;Saliente
2;60;8408;3;Saliente
1;30;8423;3;Saliente
4;379;8423;3;Saliente
1;114;8423;3;Saliente
47;4557;8423;3;Saliente
1;30;8423;3;Saliente
2;98;8423;3;Saliente
1;145;8423;3;Saliente
3;395;8423;3;Saliente
1;121;8423;3;Saliente
1;30;8437;3;Saliente
1;33;8437;3;Saliente
1;57;8440;3;Saliente
11;1155;8448;3;Saliente
1;44;8448;3;Saliente
1;364;8448;3;Saliente
1;667;8472;3;Saliente
1;445;8474;3;Saliente
1;100;8487;3;Saliente
1;30;8525;3;Saliente
1;30;8530;3;Saliente
1;30;8565;3;Saliente
1;30;8572;3;Saliente
2;76;8572;3;Saliente
2;89;8572;3;Saliente
1;396;8572;3;Saliente
6;774;8572;3;Saliente
3;1250;8572;3;Saliente
3;263;8587;3;Saliente
3;1333;8587;3;Saliente
2;97;8614;3;Saliente
1;456;8669;3;Saliente
1;197;8676;3;Saliente
1;30;8687;3;Saliente
1;200;8688;3;Saliente
2;60;8698;3;Saliente
1;1064;8706;3;Saliente
1;1200;8706;3;Saliente
2;154;8707;3;Saliente
3;105;8707;3;Saliente
2;60;8707;3;Saliente
9;490;8707;3;Saliente
16;1003;8707;3;Saliente
1;91;8707;3;Saliente
1;30;8760;3;Saliente
3;299;8760;3;Saliente
3;90;8760;3;Saliente
1;1134;8760;3;Saliente
1;30;8772;3;Saliente
1;240;8773;3;Saliente
4;509;8812;3;Saliente
3;132;8812;3;Saliente
1;30;8858;3;Saliente
1;69;8860;3;Saliente
1;89;8897;3;Saliente
2;439;8940;3;Saliente
3;409;8940;3;Saliente
1;50;8940;3;Saliente
1;30;8967;3;Saliente
1;30;8979;3;Saliente
1;64;9023;3;Saliente
1;38;9046;3;Saliente
2;952;9068;3;Saliente
2;96;9068;3;Saliente
2;940;9068;3;Saliente
11;330;9078;3;Saliente
2;125;9167;3;Saliente
1;35;9188;3;Saliente
4;223;9220;3;Saliente
1;30;9278;3;Saliente
1;30;9282;3;Saliente
1;120;9301;3;Saliente
1;61;9327;3;Saliente
1;30;9342;3;Saliente
1;30;9403;3;Saliente
1;89;9407;3;Saliente
1;30;9418;3;Saliente
2;89;9461;3;Saliente
1;646;9503;3;Saliente
2;500;9542;3;Saliente
1;1132;9542;3;Saliente
1;544;9582;3;Saliente
1;93;9615;3;Saliente
1;216;9615;3;Saliente
2;90;9666;3;Saliente
1;30;9689;3;Saliente
2;147;9737;3;Saliente
1;117;9742;3;Saliente
2;65;9753;3;Saliente
1;68;9753;3;Saliente
1;30;9753;3;Saliente
1;76;9753;3;Saliente
1;30;9764;3;Saliente
1;829;9764;3;Saliente
3;200;9780;3;Saliente
2;60;9811;3;Saliente
1;120;9816;3;Saliente
1;477;9869;3;Saliente
4;482;9869;3;Saliente
4;1512;9869;3;Saliente
1;180;9881;3;Saliente
1;30;9890;3;Saliente
1;30;9910;3;Saliente
5;624;9944;3;Saliente
1;30;9944;3;Saliente
1;49;9944;3;Saliente
1;57;10050;3;Saliente
1;30;10113;3;Saliente
1;200;10138;3;Saliente
1;66;10152;3;Saliente
1;120;10195;3;Saliente
1;324;10210;3;Saliente
2;60;10218;3;Saliente
1;948;10228;3;Saliente
1;60;10239;3;Saliente
1;199;10243;3;Saliente
1;131;10280;3;Saliente
1;200;10295;3;Saliente
1;30;10304;3;Saliente
1;38;10320;3;Saliente
1;30;10356;3;Saliente
1;493;10368;3;Saliente
2;88;10378;3;Saliente
3;143;10412;3;Saliente
2;60;10415;3;Saliente
1;240;10419;3;Saliente
1;68;10453;3;Saliente
1;181;10480;3;Saliente
3;126;10547;3;Saliente
1;376;10559;3;Saliente
1;120;10577;3;Saliente
3;222;10638;3;Saliente
1;204;10638;3;Saliente
1;107;10639;3;Saliente
1;30;10643;3;Saliente
1;47;10652;3;Saliente
1;98;10657;3;Saliente
1;1183;10670;3;Saliente
1;30;10687;3;Saliente
2;60;10706;3;Saliente
3;145;10735;3;Saliente
2;60;10735;3;Saliente
2;60;10735;3;Saliente
6;1140;10735;3;Saliente
1;67;10735;3;Saliente
3;90;10735;3;Saliente
8;740;10735;3;Saliente
5;298;10735;3;Saliente
1;102;10735;3;Saliente
5;230;10752;3;Saliente
1;30;10752;3;Saliente
15;604;10752;3;Saliente
1;55;10752;3;Saliente
1;56;10752;3;Saliente
1;30;10752;3;Saliente
1;1013;10755;3;Saliente
1;86;10770;3;Saliente
1;200;10781;3;Saliente
1;74;10822;3;Saliente
5;217;16;1;Entrante
1;324;3660;1;Entrante
1;95;3912;1;Entrante
1;30;4038;1;Entrante
2;82;4098;1;Entrante
1;35;6231;1;Entrante
3;241;6258;1;Entrante
13;551;7916;1;Entrante
2;120;8152;1;Entrante
4;822;10140;1;Entrante
1;77;16;2;Entrante
1;212;1374;2;Entrante
1;30;1643;2;Entrante
1;291;4038;2;Entrante
4;248;4098;2;Entrante
1;120;4513;2;Entrante
1;30;5668;2;Entrante
1;30;6073;2;Entrante
1;30;7074;2;Entrante
8;365;7916;2;Entrante
4;485;10140;2;Entrante
1;55;2637;3;Entrante
1;30;4274;3;Entrante
1;30;4308;3;Entrante
2;179;6231;3;Entrante
1;30;7865;3;Entrante
2;107;7916;3;Entrante
2;133;9065;3;Entrante
1;119;10140;3;Entrante
6;1865;10744;3;Entrante
2;119;10843;3;Entrante
